"","occurrenceID","bibliographicCitation","materialSampleID","eventDate","decimalLatitude","decimalLongitude","scientificName","organismQuantity","organismQuantityType","sampleSizeValue","sampleSizeUnit","associatedSequences","basisOfRecord","locationID","recordedBy","country","datasetID","occurrenceStatus","minimumDepthInMeters","maximumDepthInMeters","language","month","year","taxonID","scientificNameID","kingdom","phylum","class","order","family","genus"
"1","22-SAB24.EDNA.001-COI-Micr-1",NA,"SAB24.EDNA.001",2024-08-08,46.04525,-59.0925,"Micromonas_pusilla",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_16","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",85,85,"en",8,2024,134564,"urn:lsid:marinespecies.org:taxname:134564","Plantae",NA,"Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas"
"11179","22-SAB24.EDNA.074-COI-Ophi-124",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11180","22-SAB24.EDNA.074-COI-Ophi-125",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11181","22-SAB24.EDNA.074-COI-Ophi-126",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11182","22-SAB24.EDNA.074-COI-Ophi-127",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11183","22-SAB24.EDNA.074-COI-Ophi-128",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11184","22-SAB24.EDNA.074-COI-Ophi-129",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",120,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","present",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11185","22-SAB24.EDNA.074-COI-Ophi-130",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11186","22-SAB24.EDNA.074-COI-Ophi-131",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11187","22-SAB24.EDNA.074-COI-Ophi-132",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",54,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","present",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11188","22-SAB24.EDNA.074-COI-Ophi-133",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11189","22-SAB24.EDNA.074-COI-Ophi-134",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11190","22-SAB24.EDNA.074-COI-Ophi-135",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11191","22-SAB24.EDNA.074-COI-Ophi-136",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",44,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","present",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11192","22-SAB24.EDNA.074-COI-Ophi-137",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",95,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","present",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11193","22-SAB24.EDNA.074-COI-Ophi-138",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11194","22-SAB24.EDNA.074-COI-Ophi-139",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11195","22-SAB24.EDNA.074-COI-Ophi-140",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11196","22-SAB24.EDNA.074-COI-Ophi-141",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11197","22-SAB24.EDNA.074-COI-Ophi-142",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11198","22-SAB24.EDNA.074-COI-Ophi-143",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11199","22-SAB24.EDNA.074-COI-Ophi-144",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11200","22-SAB24.EDNA.074-COI-Ophi-145",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11201","22-SAB24.EDNA.074-COI-Ophi-146",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11202","22-SAB24.EDNA.074-COI-Ophi-147",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11203","22-SAB24.EDNA.074-COI-Ophi-148",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11204","22-SAB24.EDNA.074-COI-Ophi-149",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11205","22-SAB24.EDNA.074-COI-Ophi-150",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11206","22-SAB24.EDNA.074-COI-Ophi-151",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",273,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","present",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11207","22-SAB24.EDNA.074-COI-Ophi-152",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11208","22-SAB24.EDNA.074-COI-Ophi-153",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11209","22-SAB24.EDNA.074-COI-Ophi-154",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11210","22-SAB24.EDNA.074-COI-Ophi-155",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11211","22-SAB24.EDNA.074-COI-Ophi-156",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11212","22-SAB24.EDNA.074-COI-Ophi-157",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11213","22-SAB24.EDNA.074-COI-Ophi-158",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11214","22-SAB24.EDNA.074-COI-Ophi-159",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11215","22-SAB24.EDNA.074-COI-Ophi-160",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11216","22-SAB24.EDNA.074-COI-Ophi-161",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11217","22-SAB24.EDNA.074-COI-Ophi-162",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11218","22-SAB24.EDNA.074-COI-Ophi-163",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11219","22-SAB24.EDNA.074-COI-Ophi-164",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Ophiopholis_aculeata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,125125,"urn:lsid:marinespecies.org:taxname:125125","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis"
"11220","22-SAB24.EDNA.074-COI-Chla-165",NA,"SAB24.EDNA.074",2024-08-16,45.85358,-59.43378,"Chlamys_islandica",257,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","present",89,89,"en",8,2024,140692,"urn:lsid:marinespecies.org:taxname:140692","Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Chlamys"
"11221","22-SAB24.EDNA.075-COI-Micr-1",NA,"SAB24.EDNA.075",2024-08-16,45.85358,-59.43378,"Micromonas_pusilla",31,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","present",89,89,"en",8,2024,134564,"urn:lsid:marinespecies.org:taxname:134564","Plantae",NA,"Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas"
"11222","22-SAB24.EDNA.075-COI-Micr-2",NA,"SAB24.EDNA.075",2024-08-16,45.85358,-59.43378,"Micromonas_pusilla",4325,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","present",89,89,"en",8,2024,134564,"urn:lsid:marinespecies.org:taxname:134564","Plantae",NA,"Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas"
"11223","22-SAB24.EDNA.075-COI-Micr-3",NA,"SAB24.EDNA.075",2024-08-16,45.85358,-59.43378,"Micromonas_pusilla",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,134564,"urn:lsid:marinespecies.org:taxname:134564","Plantae",NA,"Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas"
"11224","22-SAB24.EDNA.075-COI-Scom-4",NA,"SAB24.EDNA.075",2024-08-16,45.85358,-59.43378,"Scomber_scombrus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,127023,"urn:lsid:marinespecies.org:taxname:127023","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomber"
"11225","22-SAB24.EDNA.075-COI-Lizz-5",NA,"SAB24.EDNA.075",2024-08-16,45.85358,-59.43378,"Lizzia_blondina",25,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","present",89,89,"en",8,2024,117345,"urn:lsid:marinespecies.org:taxname:117345","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Rathkeidae","Lizzia"
"11226","22-SAB24.EDNA.075-COI-Ophi-6",NA,"SAB24.EDNA.075",2024-08-16,45.85358,-59.43378,"Ophiura_robusta",10,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","present",89,89,"en",8,2024,124933,"urn:lsid:marinespecies.org:taxname:124933","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiuridae","Ophiura"
"11227","22-SAB24.EDNA.075-COI-Chae-7",NA,"SAB24.EDNA.075",2024-08-16,45.85358,-59.43378,"Chaetozone_setosa",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,129955,"urn:lsid:marinespecies.org:taxname:129955","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Chaetozone"
"11228","22-SAB24.EDNA.075-COI-Kurt-8",NA,"SAB24.EDNA.075",2024-08-16,45.85358,-59.43378,"Kurtiella_bidentata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,345281,"urn:lsid:marinespecies.org:taxname:345281","Animalia","Mollusca","Bivalvia","Galeommatida","Lasaeidae","Kurtiella"
