"","occurrenceID","bibliographicCitation","materialSampleID","eventDate","decimalLatitude","decimalLongitude","scientificName","organismQuantity","organismQuantityType","sampleSizeValue","sampleSizeUnit","associatedSequences","basisOfRecord","locationID","recordedBy","country","datasetID","occurrenceStatus","minimumDepthInMeters","maximumDepthInMeters","language","month","year","taxonID","scientificNameID","kingdom","phylum","class","order","family","genus"
"7099","22-SAB24.EDNA.041-12S-Bala-87",NA,"SAB24.EDNA.041",2024-08-14,45.90528,-59.6082,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_7","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",67,67,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7100","22-AZMP2024.EDNA.021-12S-Bala-90",NA,"AZMP2024.EDNA.021",2024-10-11,42.23141,-65.9053,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","NEC_05","Harri Pettitt-Wade | Lindsay Beazley","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",125,125,"en",10,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7101","22-SAB24.EDNA.027-12S-Bala-88",NA,"SAB24.EDNA.027",2024-08-12,46.2719,-59.2382,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_13","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",110,110,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7102","22-AZMP2024.EDNA.021-12S-Bala-92",NA,"AZMP2024.EDNA.021",2024-10-11,42.23141,-65.9053,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","NEC_05","Harri Pettitt-Wade | Lindsay Beazley","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",125,125,"en",10,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7103","22-SAB24.EDNA.041-12S-Bala-92",NA,"SAB24.EDNA.041",2024-08-14,45.90528,-59.6082,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_7","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",67,67,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7104","22-SAB24.EDNA.013-12S-Bala-91",NA,"SAB24.EDNA.013",2024-08-09,45.94913,-59.75799,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_02","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",52.6,52.6,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7105","22-AZMP2024.EDNA.020-12S-Bala-86",NA,"AZMP2024.EDNA.020",2024-10-11,42.23141,-65.9053,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","NEC_05","Harri Pettitt-Wade | Lindsay Beazley","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",125,125,"en",10,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7106","22-AZMP2024.EDNA.038-12S-Bala-86",NA,"AZMP2024.EDNA.038",2024-10-15,44.0099,-59,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","GUL_02","Harri Pettitt-Wade | Lindsay Beazley","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",1182,1182,"en",10,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7107","22-SAB24.EDNA.027-12S-Bala-93",NA,"SAB24.EDNA.027",2024-08-12,46.2719,-59.2382,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_13","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",110,110,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7108","22-SAB24.EDNA.040-12S-Bala-87",NA,"SAB24.EDNA.040",2024-08-14,45.90528,-59.6082,"Balaenoptera acutorostrata",283,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_7","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","present",67,67,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7109","22-AZMP2024.EDNA.020-12S-Bala-90",NA,"AZMP2024.EDNA.020",2024-10-11,42.23141,-65.9053,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","NEC_05","Harri Pettitt-Wade | Lindsay Beazley","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",125,125,"en",10,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7110","22-SAB24.EDNA.053-12S-Bala-90",NA,"SAB24.EDNA.053",2024-08-14,45.8925,-59.5943,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_3","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",19,19,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7111","22-SAB24.EDNA.040-12S-Bala-90",NA,"SAB24.EDNA.040",2024-08-14,45.90528,-59.6082,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_7","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",67,67,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7112","22-SAB24.EDNA.040-12S-Bala-92",NA,"SAB24.EDNA.040",2024-08-14,45.90528,-59.6082,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_7","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",67,67,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7113","22-SAB24.EDNA.025-12S-Bala-91",NA,"SAB24.EDNA.025",2024-08-09,46.1422,-59.5672,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_04","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",36.5,36.5,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7114","22-AZMP2024.EDNA.019-12S-Bala-86",NA,"AZMP2024.EDNA.019",2024-10-11,42.23141,-65.9053,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","NEC_05","Harri Pettitt-Wade | Lindsay Beazley","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",230,230,"en",10,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7115","22-AZMP2024.EDNA.052-12S-Bala-92",NA,"AZMP2024.EDNA.052",2024-10-20,46.64487,-58.5453,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","STAB_06","Harri Pettitt-Wade | Lindsay Beazley","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",405,405,"en",10,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7116","22-SAB24.EDNA.039-12S-Bala-86",NA,"SAB24.EDNA.039",2024-08-14,45.88832,-59.6028,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_2","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",54,54,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7117","22-AZMP2024.EDNA.052-12S-Bala-93",NA,"AZMP2024.EDNA.052",2024-10-20,46.64487,-58.5453,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","STAB_06","Harri Pettitt-Wade | Lindsay Beazley","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",405,405,"en",10,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7118","22-SAB24.EDNA.039-12S-Bala-88",NA,"SAB24.EDNA.039",2024-08-14,45.88832,-59.6028,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_2","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",54,54,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7119","22-SAB24.EDNA.094-12S-Bala-86",NA,"SAB24.EDNA.094",2024-08-17,45.82702,-59.6432,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CAM_37","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",85,85,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7120","22-SAB24.EDNA.039-12S-Bala-90",NA,"SAB24.EDNA.039",2024-08-14,45.88832,-59.6028,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_2","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",54,54,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7121","22-SAB24.EDNA.039-12S-Bala-92",NA,"SAB24.EDNA.039",2024-08-14,45.88832,-59.6028,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_2","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",54,54,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7122","22-SAB24.EDNA.024-12S-Bala-91",NA,"SAB24.EDNA.024",2024-08-09,46.1422,-59.5672,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_04","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",36.5,36.5,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7123","22-SAB24.EDNA.039-12S-Bala-93",NA,"SAB24.EDNA.039",2024-08-14,45.88832,-59.6028,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_2","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",54,54,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7124","22-SAB24.EDNA.024-12S-Bala-92",NA,"SAB24.EDNA.024",2024-08-09,46.1422,-59.5672,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_04","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",36.5,36.5,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7125","22-AZMP2024.EDNA.018-12S-Bala-87",NA,"AZMP2024.EDNA.018",2024-10-11,42.23141,-65.9053,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","NEC_05","Harri Pettitt-Wade | Lindsay Beazley","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",230,230,"en",10,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7126","22-SAB24.EDNA.094-12S-Bala-91",NA,"SAB24.EDNA.094",2024-08-17,45.82702,-59.6432,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CAM_37","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",85,85,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7127","22-SAB24.EDNA.051-12S-Bala-88",NA,"SAB24.EDNA.051",2024-08-14,45.89139,-59.6018,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_10","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",18,18,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7128","22-SAB24.EDNA.066-12S-Bala-91",NA,"SAB24.EDNA.066",2024-08-15,45.94501,-59.4234,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_6","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",75,75,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7129","22-SAB24.EDNA.093-12S-Bala-87",NA,"SAB24.EDNA.093",2024-08-17,45.82702,-59.6432,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CAM_37","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",85,85,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7130","22-SAB24.EDNA.051-12S-Bala-92",NA,"SAB24.EDNA.051",2024-08-14,45.89139,-59.6018,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_10","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",18,18,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7131","22-SAB24.EDNA.051-12S-Bala-93",NA,"SAB24.EDNA.051",2024-08-14,45.89139,-59.6018,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_10","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",18,18,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7132","22-SAB24.EDNA.093-12S-Bala-90",NA,"SAB24.EDNA.093",2024-08-17,45.82702,-59.6432,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CAM_37","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",85,85,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7133","22-AZMP2024.EDNA.017-12S-Bala-86",NA,"AZMP2024.EDNA.017",2024-10-11,42.19984,-65.9386,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","NEC_06","Harri Pettitt-Wade | Lindsay Beazley","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",220,220,"en",10,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7134","22-SAB24.EDNA.063-12S-Bala-88",NA,"SAB24.EDNA.063",2024-08-14,45.84383,-59.5824,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_1","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",63,63,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7135","22-SAB24.EDNA.075-12S-Bala-93",NA,"SAB24.EDNA.075",2024-08-16,45.85358,-59.43378,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_5","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",89,89,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7136","22-AZMP2024.EDNA.062-12S-Bala-87",NA,"AZMP2024.EDNA.062",2024-10-21,45.99982,-59.5329,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","STAB_01","Harri Pettitt-Wade | Lindsay Beazley","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",50,50,"en",10,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7137","22-SAB24.EDNA.063-12S-Bala-91",NA,"SAB24.EDNA.063",2024-08-14,45.84383,-59.5824,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_1","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",63,63,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7138","22-SAB24.EDNA.037-12S-Bala-90",NA,"SAB24.EDNA.037",2024-08-14,45.88832,-59.6028,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_2","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",54,54,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7139","22-SAB24.EDNA.037-12S-Bala-92",NA,"SAB24.EDNA.037",2024-08-14,45.88832,-59.6028,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_2","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",54,54,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7140","22-SAB24.EDNA.050-12S-Bala-93",NA,"SAB24.EDNA.050",2024-08-14,45.89139,-59.6018,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_10","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",18,18,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7141","22-AZMP2024.EDNA.062-12S-Bala-92",NA,"AZMP2024.EDNA.062",2024-10-21,45.99982,-59.5329,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","STAB_01","Harri Pettitt-Wade | Lindsay Beazley","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",50,50,"en",10,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7142","22-AZMP2024.EDNA.016-12S-Bala-86",NA,"AZMP2024.EDNA.016",2024-10-11,42.19984,-65.9386,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","NEC_06","Harri Pettitt-Wade | Lindsay Beazley","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",220,220,"en",10,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7143","22-SAB24.EDNA.078-12S-Bala-88",NA,"SAB24.EDNA.078",2024-08-16,45.86279,-59.2751,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_9","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",90,90,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7144","22-SAB24.EDNA.078-12S-Bala-87",NA,"SAB24.EDNA.078",2024-08-16,45.86279,-59.2751,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_9","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",90,90,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7145","22-SAB24.EDNA.078-12S-Bala-90",NA,"SAB24.EDNA.078",2024-08-16,45.86279,-59.2751,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_9","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",90,90,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7146","22-SAB24.EDNA.062-12S-Bala-90",NA,"SAB24.EDNA.062",2024-08-14,45.84383,-59.5824,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_1","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",63,63,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7147","22-SAB24.EDNA.021-12S-Bala-86",NA,"SAB24.EDNA.021",2024-08-09,46.14473,-59.4037,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_08","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",62.4,62.4,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7148","22-SAB24.EDNA.007-12S-Bala-87",NA,"SAB24.EDNA.007",2024-08-08,46.03671,-58.9744,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","SAB_20","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",135,135,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7149","22-SAB24.EDNA.049-12S-Bala-91",NA,"SAB24.EDNA.049",2024-08-14,45.89139,-59.6018,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","CURDO_10","Nick Jeffery | Katie Thistle | Ryan Stanley | Harri Pettitt-Wade","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",18,18,"en",8,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"7150","22-AZMP2024.EDNA.061-12S-Bala-92",NA,"AZMP2024.EDNA.061",2024-10-21,46.10833,-59.3643,"Balaenoptera acutorostrata",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","STAB_02","Harri Pettitt-Wade | Lindsay Beazley","Canada","DFO-MCT-SAB-GUL-FUN-2024","absent",65,65,"en",10,2024,137087,"urn:lsid:marinespecies.org:taxname:137087","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
